id,name,storage_location,temperature,duration,notes,good_pairs,bad_pairs,cooking_methods,verified,pairing_verified
502,로제파스타소스,냉장,0~4℃,개봉 전 유통기한 / 개봉 후 냉장 5~7일,유제품 베이스. 개봉 후 빠른 섭취,파스타 / 새우 / 베이컨,-,파스타 / 소스,✓,✓
503,루꼴라,냉장,0~4℃,3~5일,키친타월 감싸 밀폐 냉장,토마토 / 파마산치즈 / 프로슈토,-,샐러드 / 피자 토핑,✓,✓
504,리가토니,실온,밀폐 건냉소,건면 실온 1~2년,튜브 모양 건면,볼로네제 / 크림소스 / 토마토소스,-,삶기 / 파스타,✓,✓
505,리치,냉장/냉동,냉장 0~4℃ / 냉동 -18℃,냉장 5~7일 / 냉동 6개월,열대과일이지만 변질 빠름. 냉장 보관,샴페인 / 칵테일 / 디저트,-,생식 / 칵테일,✓,✓
506,리코타치즈,냉장,0~4℃,개봉 전 유통기한 / 개봉 후 5~7일,유청 치즈. 변질 빠름. 신선한 상태에서 사용,라자냐 / 라비올리 / 팬케이크,-,베이킹 / 속 / 샐러드,✓,✓
507,릭,냉장,0~4℃,1~2주,서양식 대파. 신문지로 감싸 냉장,감자 / 버터 / 양파,-,수프 / 볶음,✓,✓
508,링귀니,실온,밀폐 건냉소,건면 실온 1~2년,건면. 밀폐 보관,바지락 / 새우 / 페스토,-,삶기 / 파스타,✓,✓
509,마가린,냉장,0~4℃,개봉 전 유통기한 / 개봉 후 2~3개월,버터 대체품. 밀봉 보관,빵 / 베이킹,-,베이킹 / 스프레드,✓,✓
510,마스카포네,냉장,0~4℃,개봉 전 유통기한 / 개봉 후 3~5일,소프트 치즈. 변질 빠름. 밀봉 필수,티라미수 / 딸기 / 크림 파스타,-,디저트 / 소스,✓,✓
511,마카다미아,냉장/냉동,냉장 0~4℃ / 냉동 -18℃,실온 1개월 / 냉장 6~12개월 / 냉동 2년,지방 많음. 냉장 권장,초콜릿 / 커피 / 베이킹,-,베이킹 / 토핑,✓,✓
512,막걸리,냉장,0~10℃,생막걸리 냉장 10~30일 / 살균 1년,발효 진행. 냉장 필수. 생막걸리는 실온 시 5일,파전 / 김치전 / 두부김치,-,음용,✓,✓
513,말차가루,냉장/냉동,냉장 0~4℃ / 냉동 -18℃,개봉 후 냉장 1~2개월 / 냉동 6개월,산화 매우 빠름. 냉장·냉동 필수,우유 / 팥 / 화이트초콜릿,-,음료 / 베이킹,✓,✓
514,맛조개,냉장/냉동,냉장 0~4℃ / 냉동 -18℃ 이하,냉장 1일 / 냉동 2~3개월,해감 후 조리. 살아있는 것 우선 섭취,버터 / 마늘 / 화이트와인,-,구이 / 찜 / 술찜,✓,✓
515,메로,냉장/냉동,냉장 0~4℃ / 냉동 -18℃ 이하,냉장 2~3일 / 냉동 3~6개월,기름 많은 고급 생선(흑대구). 급속 냉동 제품 많음. 해동 후 재냉동 금지,간장 / 무 / 생강,-,구이 / 조림,✓,✓
516,메밀,실온,밀폐 건냉소,6개월~1년,밀폐 필수,무 / 쯔유 / 김,-,국수 / 죽,✓,✓
517,메밀가루,냉장,0~10℃,3~6개월,산패 빠름. 냉장 권장,부침가루 / 밀가루 / 소바,-,면 / 전,✓,✓
518,메밀소바소스,실온/냉장,실온 / 개봉 후 냉장,개봉 후 냉장 1~2개월,개봉 후 냉장,메밀면 / 무즙 / 와사비,-,찍먹 / 국물,✓,✓
519,멸치가루,냉동,-18℃ 이하,6개월,산패 빠름. 냉동 필수,미역국 / 된장찌개 / 김치,-,국물 베이스 / 양념,✓,✓
520,모과청,냉장,0~10℃,6개월~1년,냉장 필수,차 / 탄산수,-,차 / 음료,✓,✓
521,모르타델라,냉장,0~4℃,개봉 전 유통기한 / 개봉 후 3~5일,이탈리아식 대형 소시지. 개봉 후 빠른 섭취,빵 / 치즈 / 와인,-,샌드위치 / 안주,✓,✓
522,무뼈닭발,냉장/냉동,냉장 0~4℃ / 냉동 -18℃ 이하,냉장 1~2일 / 냉동 3~6개월,뼈 제거된 닭발. 소분 냉동,고추장 / 마늘 / 대파,-,찜 / 구이 / 무침,✓,✓
523,무화과,냉장,0~4℃,2~3일,매우 상하기 쉬움. 구입 즉시 섭취 권장,프로슈토 / 염소치즈 / 꿀,-,생식 / 잼 / 샐러드,✓,✓
524,미니당근,냉장,0~4℃,2~3주,밀봉 또는 물에 담가 냉장,꿀 / 버터 / 오븐구이,-,오븐구이 / 볶음,✓,✓
525,미니족,냉장/냉동,냉장 0~4℃ / 냉동 -18℃ 이하,냉장 2~3일 / 냉동 4~6개월,돼지 족. 핏물 제거 후 소분 냉동,간장 / 대파,-,삶기 / 조림,✓,✓
526,미숫가루,실온/냉장,밀폐 건냉소 / 냉장 0~10℃,실온 3개월 / 냉장 6~12개월,장기 보관 시 냉장 권장,우유 / 꿀 / 얼음,-,음용 / 간식,✓,✓
527,바닐라빈,실온,밀폐 건냉소,1~2년,밀폐 필수. 향 보존,우유 / 크림 / 설탕,-,디저트 / 크림,✓,✓
528,바닐라익스트랙,실온,밀폐 건냉소,개봉 후 1~2년,알코올 기반. 장기 보관 가능,베이킹 / 커스터드,-,베이킹,✓,✓
529,발사믹글레이즈,실온,건냉소,개봉 후 1년,농축 발사믹,카프레제 / 스테이크 / 딸기,-,드레싱 / 가니시,✓,✓
530,방울양배추,냉장,0~4℃,2~3주,밀폐 냉장,베이컨 / 버터 / 발사믹,-,볶음 / 오븐구이,✓,✓
531,버터밀크,냉장,0~4℃,개봉 전 유통기한 / 개봉 후 1~2주,발효유 제품. 밀봉 보관,팬케이크 / 비스킷 / 치킨튀김,-,베이킹 / 마리네이드,✓,✓
532,베르무트,냉장(개봉 후),0~4℃,미개봉 2~3년 / 개봉 후 냉장 1~3개월,가향 와인. 개봉 후 냉장 필수,칵테일 / 조개 찜 / 크림소스,-,음용 / 소스,✓,✓
533,보드카,실온,건냉소,미개봉 무기한 / 개봉 후 1~2년,증류주. 저온 상태 유지 시 장기보관,토마토주스 / 탄산수 / 칵테일,-,음용 / 칵테일,✓,✓
534,보콘치니,냉장,0~4℃,개봉 전 유통기한 / 개봉 후 3~5일,미니 모차렐라. 액체 속 보관,토마토 / 바질 / 올리브유,-,샐러드 / 꼬치,✓,✓
535,부채살,냉장/냉동,냉장 0~4℃ / 냉동 -18℃ 이하,냉장 3~5일 / 냉동 4~12개월,스테이크·구이용. 진공포장 시 냉장 2주,소금 / 마늘 / 후추,-,스테이크 / 구이,✓,✓
536,분모자,실온,밀폐 건냉소,1년,건조 녹말 면. 밀폐 보관,마라탕 사리 / 훠궈 사리,-,불리기 / 마라탕,✓,✓
537,붓카티니,실온,밀폐 건냉소,건면 실온 1~2년,구멍 뚫린 건면,아마트리치아나 소스 / 판체타 / 토마토,-,삶기 / 파스타,✓,✓
538,브라질너트,냉장/냉동,냉장 0~4℃ / 냉동 -18℃,냉장 6개월 / 냉동 1~2년,지방 많음. 셀레늄 과다 주의,견과류 믹스 / 다크초콜릿,-,생식 / 토핑,✓,✓
539,브랜디,실온,건냉소,미개봉 무기한 / 개봉 후 1~2년,증류주. 직사광선 피하기,디저트 / 초콜릿 / 칵테일,-,음용 / 플람베,✓,✓
540,브리오슈 번,실온/냉동,실온 건냉소 / 냉동 -18℃,실온 2~3일 / 냉동 1~2개월,버터 많음. 소분 냉동,햄버거 / 프렌치토스트 / 버터,-,햄버거 / 베이킹,✓,✓
541,브리치즈,냉장,0~4℃,개봉 전 유통기한 / 개봉 후 1~2주,소프트 치즈. 먹기 30분 전 실온 꺼내기. 밀봉 보관,크래커 / 무화과 잼 / 바게트 / 포도,-,치즈 플레이트,✓,✓
542,블랙베리,냉장/냉동,냉장 0~4℃ / 냉동 -18℃,냉장 2~3일 / 냉동 6~12개월,매우 상하기 쉬움. 빠른 섭취,요거트 / 크림 / 다크초콜릿,-,생식 / 잼 / 디저트,✓,✓
543,블러드오렌지,냉장,0~4℃,2~3주,붉은 속살의 오렌지. 냉장 보관,샐러드 / 칵테일 / 디저트,-,생식 / 주스 / 제스트,✓,✓
544,비트,냉장,0~4℃,2~3주,잎 제거 후 비닐봉지 냉장,샐러드 / 수프 / 요거트,-,샐러드 / 주스 / 수프,✓,✓
545,사과식초,실온,건냉소,개봉 후 2년,산도 높아 자체 보존성 좋음,피클 / 드레싱 / 김치 담금,-,피클 / 드레싱,✓,✓
546,사과주스,냉장,0~4℃,개봉 전 유통기한 / 개봉 후 냉장 7~10일,개봉 후 밀봉 냉장,칵테일 / 드레싱 / 고기 양념,-,음용 / 양념,✓,✓
547,사우전드아일랜드 드레싱,냉장,0~4℃,개봉 후 냉장 1~2개월,유제품·계란 베이스. 반드시 냉장,샐러드 / 햄버거 / 샌드위치,-,드레싱 / 소스,✓,✓
548,사워도우,실온/냉동,실온 건냉소 / 냉동 -18℃,실온 3~5일 / 냉동 2~3개월,천연 발효빵. 저장성 비교적 좋음,아보카도 / 치즈 / 수프,-,토스트 / 샌드위치,✓,✓
549,사워크림,냉장,0~4℃,개봉 전 유통기한 / 개봉 후 1~2주,발효 크림이라 저장성 약간 좋음. 밀봉 보관,또띠아 / 감자 / 보르시,-,토핑 / 소스,✓,✓
550,사케,실온(열처리) / 냉장(생),15℃ 이하 어두운 곳,열처리 1년 / 생사케 6~7개월 / 개봉 후 냉장 1주,직사광선·열 피하기. 개봉 후 냉장 필수,회 / 초밥 / 생선 조림,-,음용 / 요리용,✓,✓
551,산초가루,실온,밀폐 건냉소,6개월~1년,밀폐 필수. 향 휘발 빠름,추어탕 / 장어 / 마라,-,향신료 / 양념,✓,✓
552,살구,실온→냉장,실온 / 후숙 후 냉장 0~4℃,실온 2~3일 / 냉장 1주,후숙 과일. 숙성 후 냉장,요거트 / 샐러드 / 잼,-,생식 / 잼 / 디저트,✓,✓
553,살라미,냉장,0~4℃,개봉 전 1~2개월 / 개봉 후 2~3주,건조 발효 소시지. 밀봉 보관,치즈 / 빵 / 올리브 / 와인,-,샤퀴테리 / 샌드위치,✓,✓
554,살치살,냉장/냉동,냉장 0~4℃ / 냉동 -18℃ 이하,냉장 3~5일 / 냉동 4~12개월,스테이크·구이용. 진공포장 시 냉장 2주,소금 / 마늘 / 로즈마리,-,스테이크 / 구이,✓,✓
555,새우가루,냉장/냉동,냉장 0~4℃ / 냉동 -18℃,냉장 3개월 / 냉동 6개월,산패 주의. 냉동 권장,국물 / 볶음밥 / 나물 무침,-,양념 / 간,✓,✓
556,생강즙,냉장/냉동,냉장 0~4℃ / 냉동 -18℃,냉장 1주 / 냉동 3~6개월,소분 냉동 가능,고기 재움 / 탕 요리 / 차,-,양념 / 차,✓,✓
557,생면파스타,냉장/냉동,냉장 0~4℃ / 냉동 -18℃,냉장 2~3일 / 냉동 2~3개월,생면. 냉동 권장,크림소스 / 토마토소스 / 버섯,-,삶기 / 파스타,✓,✓
558,생오리,냉장/냉동,냉장 0~4℃ / 냉동 -18℃ 이하,냉장 1~2일 / 냉동 6~9개월,가금류. USDA 닭고기 기준에 준함,마늘 / 부추 / 들깨가루,-,훈제 / 구이 / 백숙,✓,✓
559,생와사비,냉장/냉동,냉장 0~4℃ / 냉동 -18℃,냉장 1~2주 / 냉동 6개월,뿌리는 소분 냉동 권장,회 / 초밥 / 메밀국수,-,소스 / 곁들임,✓,✓
560,샬롯,실온,10~15℃ 그늘,1~2개월,양파와 유사. 통풍 잘되는 곳 보관,프렌치 요리 / 드레싱 / 소스,-,볶음 / 다지기 / 피클,✓,✓
561,석류,실온/냉장,실온 10~15℃ / 냉장 5~10℃,실온 2~3주 / 냉장 2개월,저장성 좋음. 껍질까지 단단함,샐러드 / 요거트 / 스파클링와인,-,생식 / 주스 / 토핑,✓,✓
562,선지,냉장/냉동,냉장 0~4℃ / 냉동 -18℃ 이하,냉장 1일 / 냉동 1~2개월,소·돼지 혈액 응고물. 변질 매우 빠름. 구입 당일 조리 권장,우거지 / 콩나물 / 무,-,국 / 해장국,✓,✓
563,성게알,냉장/냉동,냉장 0~4℃ / 냉동 -60℃ 이하 권장,냉장 1~2일 / 냉동 급속냉동 시 3개월,매우 변질 빠름. 구입 당일~익일 소비 강력 권장. 일반 냉동 시 맛 손실 큼,밥 / 파스타 / 김,-,생식 / 초밥 / 파스타,✓,✓
564,세이지,냉장,0~4℃,1~2주,젖은 키친타월 감싸 냉장,버터 / 라비올리 / 칠면조,-,허브 / 마리네이드,✓,✓
565,셰리와인,냉장(개봉 후),0~10℃,개봉 전 장기 / 개봉 후 냉장 1~2개월,주정강화 와인. 스타일별 1주~수 주,소스 / 수프 / 요리용,-,조리 / 소스,✓,✓
566,소 간,냉장/냉동,냉장 0~4℃ / 냉동 -18℃ 이하,냉장 1~2일 / 냉동 3~4개월,내장류는 상하기 빠름. USDA 기준 냉동 3~4개월. 손질 후 즉시 사용·냉동,참기름 / 부추 / 마늘,-,구이 / 볶음 / 무침,✓,✓
567,소 갈비살,냉장/냉동,냉장 0~4℃ / 냉동 -18℃ 이하,냉장 3~5일 / 냉동 4~12개월,구이·스테이크용. 진공포장 시 냉장 2주,소금 / 마늘 / 후추,-,구이 / 스테이크,✓,✓
568,소 곱창,냉장/냉동,냉장 0~4℃ / 냉동 -18℃ 이하,냉장 1~2일 / 냉동 3~4개월,내장류. 손질 직후 즉시 섭취 또는 냉동. 재냉동 금지,부추 / 깻잎 / 마늘 / 된장,-,구이 / 전골,✓,✓
569,소 대창,냉장/냉동,냉장 0~4℃ / 냉동 -18℃ 이하,냉장 1~2일 / 냉동 3~4개월,내장류. 지방 많아 산패 빠름. 손질 후 즉시 냉동 권장,소금 / 부추 / 마늘,-,구이 / 볶음,✓,✓
570,소 막창,냉장/냉동,냉장 0~4℃ / 냉동 -18℃ 이하,냉장 1~2일 / 냉동 3~4개월,내장류. 손질 후 즉시 섭취 또는 냉동,소금 / 부추 / 마늘,-,구이,✓,✓
571,소 양지,냉장/냉동,냉장 0~4℃ / 냉동 -18℃ 이하,냉장 3~5일 / 냉동 4~6개월,국물·수육용. 진공포장 시 냉장 2주,무 / 대파 / 마늘,-,국 / 수육,✓,✓
572,소꼬리,냉장/냉동,냉장 0~4℃ / 냉동 -18℃ 이하,냉장 2~3일 / 냉동 4~6개월,곰탕·꼬리찜용. 핏물 뺀 후 냉동,무 / 대파 / 마늘,-,곰탕 / 찜,✓,✓
573,소바면,실온/냉장,건면 실온 / 생면 냉장,건면 1~2년 / 생면 냉장 2~3일,형태별 다름,쯔유 / 무즙 / 김,-,삶기 / 냉소바,✓,✓
574,소시송,냉장,0~4℃,개봉 전 1~2개월 / 개봉 후 2~3주,프랑스식 건조 소시지. 밀봉 보관,빵 / 치즈 / 와인,-,샤퀴테리 / 안주,✓,✓
575,소프트쉘크랩,냉장/냉동,냉장 0~4℃ / 냉동 -18℃ 이하,냉장 1일 / 냉동 3~6개월,대부분 급속 냉동 제품. 해동 후 재냉동 금지,버터 / 마늘 / 레몬,-,튀김 / 볶음,✓,✓
576,송이버섯,냉장/냉동,냉장 0~4℃ / 냉동 -18℃,생 2~3일 / 냉동 6개월,고급 자연산. 향 보존 위해 빠른 사용. 키친타월 감싸 냉장,소금 / 소고기 / 참기름,-,구이 / 전골,✓,✓
577,수수,실온,밀폐 건냉소,밀폐 실온 1년,잡곡류. 밀폐 보관. 습기 주의,쌀 / 팥,-,밥 / 떡,✓,✓
578,수제비,냉장/냉동,냉장 0~4℃ / 냉동 -18℃,반죽 냉장 1일 / 냉동 1개월,생반죽. 냉동 권장,멸치 육수 / 애호박 / 감자,-,국 / 수제비,✓,✓
579,쉐브르치즈,냉장,0~4℃,개봉 전 유통기한 / 개봉 후 1~2주,염소젖 치즈. 밀봉 보관,샐러드 / 무화과 / 꿀,-,샐러드 / 치즈 플레이트,✓,✓
580,스지,냉장/냉동,냉장 0~4℃ / 냉동 -18℃ 이하,냉장 2~3일 / 냉동 4~6개월,소 힘줄. 오뎅·조림용. 손질 후 소분 냉동,무 / 간장 / 대파,-,오뎅 / 조림,✓,✓
581,스파클링와인,냉장,7~10℃,미개봉 1~3년 / 개봉 후 1~3일,탄산 유지 위해 전용 마개,치즈 / 생선 / 과일,-,음용 / 칵테일,✓,✓
582,시나몬가루,실온,밀폐 건냉소,1~2년,밀폐 필수,사과 / 커피 / 토스트 / 시나몬롤,-,베이킹 / 음료,✓,✓
583,시나몬스틱,실온,밀폐 건냉소,2~3년,스틱이 향 오래 유지,차 / 글뤼바인 / 수정과,-,차 / 향 내기,✓,✓
584,시치미,실온,밀폐 건냉소,6개월~1년,일본 7가지 양념 혼합. 밀폐 필수,우동 / 돈부리 / 오니기리,-,조미료 / 토핑,✓,✓
585,식용금박,실온,밀폐 건냉소,개봉 후 2년,장식용. 밀폐 보관,디저트 장식 / 초콜릿 / 케이크,-,장식,✓,✓
586,식용꽃,냉장,0~4℃,3~5일,장식용. 빠른 사용,샐러드 / 디저트 / 아이스큐브,-,장식 / 샐러드,✓,✓
587,썬드라이 토마토,실온/냉장,실온 건조 / 기름절임은 냉장,건조 1년 / 기름절임 개봉 후 1개월,기름절임은 개봉 후 냉장,파스타 / 샐러드 / 피자,-,파스타 / 샐러드,✓,✓
588,아가베시럽,실온,건냉소,개봉 후 1~2년,실온 장기보관,칵테일 / 팬케이크 / 드레싱,-,감미료,✓,✓
589,아귀간,냉장/냉동,냉장 0~4℃ / 냉동 -18℃ 이하,냉장 1일 / 냉동 1~2개월,지방 많아 산패 빠름. 구입 즉시 냉동 권장. 해동 후 즉시 조리,무즙 / 폰즈 / 쪽파,-,찜 / 회,✓,✓
590,아마씨,냉장/냉동,냉장 0~4℃ / 냉동 -18℃,냉장 6~12개월 / 냉동 2년,오메가-3 풍부로 산패 빠름. 냉장·냉동 필수,요거트 / 스무디 / 샐러드,-,토핑 / 베이킹,✓,✓
591,아몬드가루,냉장/냉동,냉장 0~10℃ / 냉동 -18℃,냉장 3~6개월 / 냉동 1년,지방 있어 산패 빠름. 냉장·냉동 필수,마카롱 / 프랑지판 / 글루텐프리 베이킹,-,베이킹,✓,✓
592,아보카도오일,실온,건냉소,개봉 전 2년 / 개봉 후 6~12개월,직사광선 피하기,샐러드 드레싱 / 고온 볶음 / 마리네이드,-,드레싱 / 볶음,✓,✓
593,안창살,냉장/냉동,냉장 0~4℃ / 냉동 -18℃ 이하,냉장 3~5일 / 냉동 4~6개월,구이용 희소 부위. 진공포장 시 냉장 2주,소금 / 마늘 / 상추,-,구이 / 쌈,✓,✓
594,알긴산나트륨,실온,밀폐 건냉소,2년,밀폐 필수,분자요리 / 스페리피케이션,-,분자요리 / 증점제,✓,✓
595,양갈비,냉장/냉동,냉장 0~4℃ / 냉동 -18℃ 이하,냉장 3~5일 / 냉동 4~6개월,진공포장 시 냉장 2주,로즈마리 / 마늘 / 민트 소스,-,구이 / 오븐,✓,✓
596,양대창,냉장/냉동,냉장 0~4℃ / 냉동 -18℃ 이하,냉장 1~2일 / 냉동 3~4개월,소 내장. 손질 후 소분 냉동. 재냉동 금지,소금 / 부추 / 마늘,-,구이 / 볶음,✓,✓
597,양파가루,실온,밀폐 건냉소,2~3년,밀폐 필수. 습기 주의,시즈닝 / 드레싱 / 수프,-,시즈닝,✓,✓
598,어란,냉장/냉동,냉장 0~4℃ / 냉동 -18℃ 이하,냉장 개봉 후 1주 / 냉동 3개월,숭어 등의 알을 염장 건조. 랩에 밀봉 보관,밥 / 참기름 / 김,-,고명 / 안주,✓,✓
599,얼그레이,실온,밀폐 건냉소,1~2년,가향 홍차. 밀폐 필수,우유 / 꿀 / 베이킹,-,차 / 베이킹,✓,✓
600,에그누들,실온/냉장,건면 실온 / 생면 냉장,건면 실온 1~2년 / 생면 냉장 3~5일,종류별 다름,볶음 / 차우멘 / 탕면,-,볶음 / 국수,✓,✓
601,에멘탈치즈,냉장,0~4℃,개봉 전 유통기한 / 개봉 후 3~4주,스위스 하드치즈. 진공포장 권장,퐁듀 / 샌드위치 / 샐러드,-,퐁듀 / 샌드위치,✓,✓
602,에스프레소,실온,밀폐 건냉소,원두 2~3개월 / 분쇄 1~2주,빠른 사용이 향 유지에 좋음,우유 / 초콜릿 / 설탕 / 티라미수,-,음용 / 디저트,✓,✓
603,엑스트라 버진 올리브유,실온,15~20℃ 건냉소,개봉 전 2년 / 개봉 후 3~6개월,직사광선·열 피하기,샐러드 드레싱 / 빵 찍먹 / 카프레제,-,드레싱 / 피니싱,✓,✓
604,엔초비,실온/냉장,실온 건냉소 / 개봉 후 냉장,개봉 전 1년 / 개봉 후 냉장 1~2개월,절임 멸치. 개봉 후 냉장. 기름에 잠겨야,파스타 / 시저드레싱 / 피자,-,소스 / 드레싱,✓,✓
605,엘본,실온,밀폐 건냉소,1~2년,마카로니. 밀폐 보관,맥앤치즈 / 샐러드 / 수프,-,삶기 / 파스타,✓,✓
606,연어알,냉장/냉동,냉장 0~4℃ / 냉동 -18℃ 이하,냉장 개봉 후 2~3일 / 냉동 1~2개월,대부분 염장/간장 절임 상태. 개봉 후 밀폐 보관. 재냉동 금지,밥 / 김 / 오이,-,초밥 / 고명,✓,✓
607,염통,냉장/냉동,냉장 0~4℃ / 냉동 -18℃ 이하,냉장 1~2일 / 냉동 3~4개월,내장류. 손질 즉시 섭취·냉동. 재냉동 금지,소금 / 마늘 / 부추,-,구이 / 꼬치,✓,✓
608,엿기름,실온/냉장,밀폐 건냉소 / 냉장,실온 6개월 / 냉장 1년,식혜 제조용. 밀폐 보관,식혜 / 고추장 / 조청,-,식혜 / 고추장,✓,✓
609,오돌뼈,냉장/냉동,냉장 0~4℃ / 냉동 -18℃ 이하,냉장 2~3일 / 냉동 3~4개월,돼지 연골. 손질 후 소분 냉동,고추장 / 마늘 / 청양고추,-,볶음 / 무침,✓,✓
610,오르조,실온,밀폐 건냉소,1~2년,쌀 모양 파스타. 밀폐 보관,리조또 스타일 요리 / 샐러드 / 수프,-,파스타 / 샐러드,✓,✓
611,오리 콩피,냉장/냉동,냉장 0~4℃ / 냉동 -18℃ 이하,냉장 2~3주 / 냉동 6개월,기름에 절인 상태라 저장성 높음. 밀폐 필수,감자 / 샐러드 / 레드와인,-,굽기 / 샐러드,✓,✓
612,오리다리,냉장/냉동,냉장 0~4℃ / 냉동 -18℃ 이하,냉장 1~2일 / 냉동 6~9개월,가금류 기준,콩피 / 훈제 양념 / 로즈마리,-,콩피 / 구이,✓,✓
613,오리뼈,냉동,-18℃ 이하,6개월,육수용. 소분 냉동,대파 / 생강 / 마늘,-,육수,✓,✓
614,오리엔탈드레싱,냉장,0~4℃,개봉 전 유통기한 / 개봉 후 냉장 1~2개월,개봉 후 반드시 냉장,샐러드 / 볶음밥 / 냉채,-,드레싱,✓,✓
615,오소리감투,냉장/냉동,냉장 0~4℃ / 냉동 -18℃ 이하,냉장 1일 / 냉동 2~3개월,돼지 항문 주위 살. 손질 후 즉시 소비·냉동,소금 / 부추 / 마늘,-,구이,✓,✓
616,오징어먹물,냉장/냉동,냉장 0~4℃ / 냉동 -18℃,개봉 후 냉장 1개월 / 냉동 6개월,진공 포장 제품. 개봉 후 냉장,파스타 / 리조또 / 빵,-,파스타 / 베이킹,✓,✓
617,오크라,냉장,7~10℃,3~5일,저온 민감. 밀봉 냉장,토마토 / 양파 / 베이컨,-,볶음 / 스튜,✓,✓
618,옥돔,냉장/냉동,냉장 0~4℃ / 냉동 -18℃ 이하,냉장 1~2일 / 냉동 3~6개월,흰살 고급 생선. 제주도 특산. 손질 후 소분 냉동,소금 / 레몬 / 무,-,구이 / 조림,✓,✓
619,옥수수면,실온,밀폐 건냉소,건면 1~2년,밀폐 필수,타코 / 글루텐프리 요리,-,삶기,✓,✓
620,용과,실온→냉장,실온 / 냉장 7~10℃,실온 1주 / 냉장 1~2주,열대과일. 너무 차면 품질 저하,요거트 / 스무디 / 과일 샐러드,-,생식 / 스무디,✓,✓
621,우거지,냉장/냉동,냉장 0~4℃ / 냉동 -18℃,냉장 3~5일 / 삶은 것 냉동 6개월,삶은 후 소분 냉동,된장 / 들깨가루 / 고등어,-,국 / 찜,✓,✓
622,우대갈비,냉장/냉동,냉장 0~4℃ / 냉동 -18℃ 이하,냉장 3~5일 / 냉동 4~12개월,뼈 있는 갈비 스테이크용. 진공포장 시 냉장 2주,소금 / 마늘 / 로즈마리,-,구이 / 스테이크,✓,✓
623,우동다시,실온/냉장,실온 건냉소 / 개봉 후 냉장,개봉 전 유통기한 / 개봉 후 냉장 1~3개월,개봉 후 냉장,우동면 / 유부 / 계란,-,국물 / 우동,✓,✓
624,우설,냉장/냉동,냉장 0~4℃ / 냉동 -18℃ 이하,냉장 1~2일 / 냉동 3~4개월,소 혀. 내장류에 준함. 손질 후 소분 냉동,양파 / 대파 / 레몬,-,삶기 / 구이,✓,✓
625,우족,냉장/냉동,냉장 0~4℃ / 냉동 -18℃ 이하,냉장 2~3일 / 냉동 4~6개월,소 족. 곰탕·족편용. 핏물 제거 후 소분 냉동,무 / 대파 / 마늘,-,곰탕 / 족편,✓,✓
626,워터그레스,냉장,0~4℃,3~5일,물 컵에 담가 냉장 가능,샐러드 / 수프 / 샌드위치,-,샐러드 / 수프,✓,✓
627,위스키,실온,15~20℃ 어두운 곳,미개봉 무기한 / 개봉 후 1~2년 권장,알코올 40도 이상. 직사광선·열 피하기. 세워서 보관(눕히면 코르크 손상),얼음 / 탄산수 / 다크초콜릿,-,음용 / 칵테일,✓,✓
628,유자,냉장,0~4℃,2~3주,껍질까지 사용. 밀봉 냉장,꿀 / 배 / 레몬,-,청 / 차 / 드레싱,✓,✓
629,유자청,냉장,0~10℃,6개월~1년,냉장 필수. 곰팡이 주의,물 / 탄산수 / 드레싱,-,차 / 드레싱,✓,✓
630,유청,냉장/냉동,냉장 0~4℃ / 냉동 -18℃ 이하,냉장 3~5일 / 냉동 3~6개월,치즈 제조 부산물. 발효 빠르므로 빠른 사용,베이킹 / 팬케이크,-,베이킹 / 스무디,✓,✓
631,육회거리,냉장,0~4℃,당일 소비 필수,생식용 부위. 구입 당일 조리·섭취. 절대 재보관 금지,배 / 마늘 / 참기름 / 계란노른자,-,육회,✓,✓
632,율무,실온,밀폐 건냉소,밀폐 실온 1년,밀폐 보관,쌀 / 콩 / 팥,-,밥 / 차 / 미숫가루,✓,✓
633,은두야,냉장,0~4℃,개봉 전 1~2개월 / 개봉 후 2~3주,이탈리아 스프레드형 소시지. 밀봉 보관,파스타 / 피자 / 빵,-,스프레드 / 파스타,✓,✓
634,은행,냉장/냉동,냉장 0~4℃ / 냉동 -18℃,냉장 1개월 / 냉동 6개월~1년,껍질 제거 후 밀봉. 섭취량 주의(독성),삼계탕 / 영양밥 / 꼬치,-,볶음 / 꼬치 / 찜,✓,✓
635,이스트,냉장/냉동,냉장 0~4℃ / 냉동 -18℃,개봉 전 유통기한 / 개봉 후 냉장 4개월 / 냉동 1년,생효모. 냉장 필수,강력분 / 설탕 / 우유,-,빵 발효,✓,✓
636,이즈니버터,냉장/냉동,냉장 0~4℃ / 냉동 -18℃ 이하,냉장 1~2개월 / 냉동 6~9개월,프랑스 고급 버터. 밀봉·차광 필수,빵 / 크루아상 / 베이킹,-,베이킹 / 스프레드,✓,✓
637,이탈리안 파슬리,냉장,0~4℃,1~2주,물 컵에 담가 냉장,파스타 / 스테이크 가니시 / 생선,-,가니시 / 다지기,✓,✓
638,인절미,냉동,-18℃ 이하,1~2개월,냉장 시 딱딱. 냉동 권장. 해동 후 전자레인지,콩고물 / 꿀 / 조청,-,떡 / 간식,✓,✓
639,잉글리시머핀,실온/냉동,실온 건냉소 / 냉동 -18℃,실온 3~5일 / 냉동 2~3개월,소분 냉동 권장,버터 / 잼 / 계란,-,토스트 / 샌드위치,✓,✓
640,잔탄검,실온,밀폐 건냉소,개봉 후 2~3년,밀폐 보관,글루텐프리 베이킹 / 소스 점도 조절,-,베이킹 / 증점,✓,✓
